AccountID|CustomerID|StatementDate|LoanID|ProjectionNumber|InterestRate|Amount|Principal|MonthlyFee|OriginationFee
390212|2402202108|20160810|262918|1|.1400|847.3400|833.3400|14.0000|0
390212|2402202108|20160910|262918|2|.1400|847.3400|833.3400|14.0000|0
390212|2402202108|20161010|262918|3|.1400|847.3400|833.3400|14.0000|0
390212|2402202108|20161110|262918|4|.1400|847.3400|833.3400|14.0000|0
390212|2402202108|20161210|262918|5|.1400|847.3400|833.3400|14.0000|0
390212|2402202108|20170110|262918|6|.1400|847.3400|833.3400|14.0000|0
390212|2402202108|20170210|262918|7|.1400|847.3400|833.3400|14.0000|0
390212|2402202108|20170310|262918|8|.1400|847.3400|833.3400|14.0000|0
390212|2402202108|20170410|262918|9|.1400|847.2600|833.2600|14.0000|0
390757|2402202107|20160710|262919|0|.1400|847.3400|833.3400|14.0000|0
390757|2402202107|20160810|262919|1|.1400|847.3400|833.3400|14.0000|0
390757|2402202107|20160910|262919|2|.1400|847.3400|833.3400|14.0000|0
390757|2402202107|20161010|262919|3|.1400|847.3400|833.3400|14.0000|0
390757|2402202107|20161110|262919|4|.1400|847.3400|833.3400|14.0000|0
390757|2402202107|20161210|262919|5|.1400|847.3400|833.3400|14.0000|0
390757|2402202107|20170110|262919|6|.1400|847.3400|833.3400|14.0000|0
390757|2402202107|20170210|262919|7|.1400|847.3400|833.3400|14.0000|0
390757|2402202107|20170310|262919|8|.1400|847.3400|833.3400|14.0000|0
390757|2402202107|20170410|262919|9|.1400|847.2600|833.2600|14.0000|0
391227|2402202105|20160710|262920|0|.1400|847.3400|833.3400|14.0000|0
391227|2402202105|20160810|262920|1|.1400|847.3400|833.3400|14.0000|0
391227|2402202105|20160910|262920|2|.1400|847.3400|833.3400|14.0000|0
391227|2402202105|20161010|262920|3|.1400|847.3400|833.3400|14.0000|0
391227|2402202105|20161110|262920|4|.1400|847.3400|833.3400|14.0000|0
391227|2402202105|20161210|262920|5|.1400|847.3400|833.3400|14.0000|0
391227|2402202105|20170110|262920|6|.1400|847.3400|833.3400|14.0000|0
391227|2402202105|20170210|262920|7|.1400|847.3400|833.3400|14.0000|0
391227|2402202105|20170310|262920|8|.1400|847.3400|833.3400|14.0000|0
391227|2402202105|20170410|262920|9|.1400|847.2600|833.2600|14.0000|0
391241|2402202104|20160710|262921|0|.1400|847.3400|833.3400|14.0000|0
391241|2402202104|20160810|262921|1|.1400|847.3400|833.3400|14.0000|0
391241|2402202104|20160910|262921|2|.1400|847.3400|833.3400|14.0000|0
391241|2402202104|20161010|262921|3|.1400|847.3400|833.3400|14.0000|0
391241|2402202104|20161110|262921|4|.1400|847.3400|833.3400|14.0000|0
391241|2402202104|20161210|262921|5|.1400|847.3400|833.3400|14.0000|0
391241|2402202104|20170110|262921|6|.1400|847.3400|833.3400|14.0000|0
391241|2402202104|20170210|262921|7|.1400|847.3400|833.3400|14.0000|0
391241|2402202104|20170310|262921|8|.1400|847.3400|833.3400|14.0000|0
391241|2402202104|20170410|262921|9|.1400|847.2600|833.2600|14.0000|0
391951|2402202103|20160710|262922|0|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20160810|262922|1|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20160910|262922|2|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20161010|262922|3|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20161110|262922|4|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20161210|262922|5|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20170110|262922|6|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20170210|262922|7|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20170310|262922|8|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20170410|262922|9|.1400|847.2600|833.2600|14.0000|0
392068|200812202102|20160710|262923|0|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20160810|262923|1|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20160910|262923|2|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20161010|262923|3|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20161110|262923|4|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20161210|262923|5|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20170110|262923|6|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20170210|262923|7|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20170310|262923|8|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20170410|262923|9|.1400|847.2600|833.2600|14.0000|0
1001063074|2402202101|20160710|262924|0|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20160810|262924|1|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20160910|262924|2|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20161010|262924|3|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20161110|262924|4|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20161210|262924|5|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20170110|262924|6|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20170210|262924|7|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20170310|262924|8|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20170410|262924|9|.1400|847.2600|833.2600|14.0000|0
385570|2402202113|20160710|262931|0|.1400|1539.3400|1518.3400|21.0000|0
385570|2402202113|20160810|262931|1|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20160910|262931|2|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20161010|262931|3|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20161110|262931|4|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20161210|262931|5|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20170110|262931|6|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20170210|262931|7|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20170310|262931|8|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20170410|262931|9|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20170510|262931|10|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20160710|262932|0|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20160810|262932|1|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20160910|262932|2|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20161010|262932|3|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20161110|262932|4|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20161210|262932|5|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20170110|262932|6|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20170210|262932|7|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20170310|262932|8|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20170410|262932|9|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20170510|262932|10|.1400|1271.0000|1250.0000|21.0000|0
