AccountID|CustomerID|StatementDate|LoanID|ProjectionNumber|InterestRate|Amount|Principal|MonthlyFee|OriginationFee
391241|2402202104|20161010|262921|1|.1400|847.3400|833.3400|14.0000|0
391241|2402202104|20161110|262921|2|.1400|847.3400|833.3400|14.0000|0
391241|2402202104|20161210|262921|3|.1400|847.3400|833.3400|14.0000|0
391241|2402202104|20170110|262921|4|.1400|847.3400|833.3400|14.0000|0
391241|2402202104|20170210|262921|5|.1400|847.3400|833.3400|14.0000|0
391241|2402202104|20170310|262921|6|.1400|847.3400|833.3400|14.0000|0
391241|2402202104|20170410|262921|7|.1400|847.2600|833.2600|14.0000|0
391951|2402202103|20160910|262922|0|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20161010|262922|1|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20161110|262922|2|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20161210|262922|3|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20170110|262922|4|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20170210|262922|5|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20170310|262922|6|.1400|847.3400|833.3400|14.0000|0
391951|2402202103|20170410|262922|7|.1400|847.2600|833.2600|14.0000|0
392068|200812202102|20160910|262923|0|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20161010|262923|1|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20161110|262923|2|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20161210|262923|3|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20170110|262923|4|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20170210|262923|5|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20170310|262923|6|.1400|847.3400|833.3400|14.0000|0
392068|200812202102|20170410|262923|7|.1400|847.2600|833.2600|14.0000|0
1001063074|2402202101|20160910|262924|0|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20161010|262924|1|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20161110|262924|2|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20161210|262924|3|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20170110|262924|4|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20170210|262924|5|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20170310|262924|6|.1400|847.3400|833.3400|14.0000|0
1001063074|2402202101|20170410|262924|7|.1400|847.2600|833.2600|14.0000|0
385570|2402202113|20160910|262931|0|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20161010|262931|1|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20161110|262931|2|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20161210|262931|3|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20170110|262931|4|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20170210|262931|5|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20170310|262931|6|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20170410|262931|7|.1400|1271.0000|1250.0000|21.0000|0
385570|2402202113|20170510|262931|8|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20160910|262932|0|.1400|3833.0000|3812.0000|21.0000|0
388727|2402202111|20161010|262932|1|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20161110|262932|2|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20161210|262932|3|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20170110|262932|4|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20170210|262932|5|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20170310|262932|6|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20170410|262932|7|.1400|1271.0000|1250.0000|21.0000|0
388727|2402202111|20170510|262932|8|.1400|1271.0000|1250.0000|21.0000|0
391241|2402202104|20160910|262941|0|.1400|1271.0000|1250.0000|21.0000|0
391241|2402202104|20161010|262941|1|.1400|1271.0000|1250.0000|21.0000|0
391241|2402202104|20161110|262941|2|.1400|1271.0000|1250.0000|21.0000|0
391241|2402202104|20161210|262941|3|.1400|1271.0000|1250.0000|21.0000|0
391241|2402202104|20170110|262941|4|.1400|1271.0000|1250.0000|21.0000|0
391241|2402202104|20170210|262941|5|.1400|1271.0000|1250.0000|21.0000|0
391241|2402202104|20170310|262941|6|.1400|1271.0000|1250.0000|21.0000|0
391241|2402202104|20170410|262941|7|.1400|1271.0000|1250.0000|21.0000|0
391241|2402202104|20170510|262941|8|.1400|1271.0000|1250.0000|21.0000|0
391241|2402202104|20170610|262941|9|.1400|1271.0000|1250.0000|21.0000|0
391241|2402202104|20170710|262941|10|.1400|1271.0000|1250.0000|21.0000|0
391951|2402202103|20160910|262942|0|.1400|1271.0000|1250.0000|21.0000|0
391951|2402202103|20161010|262942|1|.1400|1271.0000|1250.0000|21.0000|0
391951|2402202103|20161110|262942|2|.1400|1271.0000|1250.0000|21.0000|0
391951|2402202103|20161210|262942|3|.1400|1271.0000|1250.0000|21.0000|0
391951|2402202103|20170110|262942|4|.1400|1271.0000|1250.0000|21.0000|0
391951|2402202103|20170210|262942|5|.1400|1271.0000|1250.0000|21.0000|0
391951|2402202103|20170310|262942|6|.1400|1271.0000|1250.0000|21.0000|0
391951|2402202103|20170410|262942|7|.1400|1271.0000|1250.0000|21.0000|0
391951|2402202103|20170510|262942|8|.1400|1271.0000|1250.0000|21.0000|0
391951|2402202103|20170610|262942|9|.1400|1271.0000|1250.0000|21.0000|0
391951|2402202103|20170710|262942|10|.1400|1271.0000|1250.0000|21.0000|0
392068|200812202102|20160910|262943|0|.1400|1271.0000|1250.0000|21.0000|0
392068|200812202102|20161010|262943|1|.1400|1271.0000|1250.0000|21.0000|0
392068|200812202102|20161110|262943|2|.1400|1271.0000|1250.0000|21.0000|0
392068|200812202102|20161210|262943|3|.1400|1271.0000|1250.0000|21.0000|0
392068|200812202102|20170110|262943|4|.1400|1271.0000|1250.0000|21.0000|0
392068|200812202102|20170210|262943|5|.1400|1271.0000|1250.0000|21.0000|0
392068|200812202102|20170310|262943|6|.1400|1271.0000|1250.0000|21.0000|0
392068|200812202102|20170410|262943|7|.1400|1271.0000|1250.0000|21.0000|0
392068|200812202102|20170510|262943|8|.1400|1271.0000|1250.0000|21.0000|0
392068|200812202102|20170610|262943|9|.1400|1271.0000|1250.0000|21.0000|0
392068|200812202102|20170710|262943|10|.1400|1271.0000|1250.0000|21.0000|0
